,ONE_DAY_PRECIPITATION,MIN_TEMP,MAX_TEMP,year_month,Station
4572, 2.9,12.9, 26.1,2020-08,FIN
4573, 0.0,5.9, 17.2,2020-09,FIN
4574, 0.0,-17.0, -2.4,2021-11,FIN
4575, 0.3,-8.2, -1.1,2021-12,FIN
4576, 6.2,-23.6, -12.3,2022-01,FIN
4577, 0.0,-28.6, -14.1,2022-02,FIN
4578, 5.3,-3.7, 1.8,2022-03,FIN
4579, 0.6,-8.9, 4.3,2022-04,FIN
4580, 0.0,-1.3, 12.5,2022-05,FIN
4581, 0.0,0.6, 23.9,2022-06,FIN
4582, 5.0,9.7, 21.4,2022-07,FIN
4583, 0.2,11.5, 22.8,2022-08,FIN
4584, 0.0,0.7, 19.8,2022-09,FIN
4585, 0.0,8.3, 17.4,2022-10,FIN
4586, 0.2,-9.7, -3.6,2022-11,FIN
4587, 0.1,-33.7, -25.3,2022-12,FIN
4588, 0.0,-8.6, -3.0,2023-01,FIN
4589, 1.2,-13.6, -5.0,2023-03,FIN
4590, 0.0,-3.8, 3.8,2023-04,FIN
4591, 0.0,-1.3, 18.0,2023-05,FIN
4592, 0.0,-2.3, 15.8,2023-06,FIN
4593, 0.0,3.8, 19.5,2023-07,FIN
4594, 9.3,10.6, 14.9,2023-08,FIN
4595, 0.0,2.8, 24.7,2023-09,FIN
4596, 3.7,2.9, 7.3,2023-10,FIN
4597, 0.0,-3.2, 2.2,2023-11,FIN
4598, 0.2,-13.4, -10.5,2023-12,FIN
4599, 5.4,-1.2, 3.4,2005-01,HEB
4600, 26.5,5.8, 8.7,2005-02,HEB
4601, 13.7,7.0, 10.6,2005-03,HEB
4602, 22.5,2.7, 6.9,2005-04,HEB
4603, 0.0,9.9, 18.5,2005-05,HEB
4604, 1.1,10.4, 14.9,2005-06,HEB
4605, 1.1,12.9, 17.5,2005-07,HEB
4606, 0.0,10.3, 21.9,2005-08,HEB
4607, 0.0,13.9, 21.4,2005-09,HEB
4608, 0.2,5.5, 14.6,2005-10,HEB
4609, 11.7,4.7, 8.4,2005-11,HEB
4610, 0.7,-1.0, 1.4,2005-12,HEB
4611, 39.7,2.7, 5.7,2006-01,HEB
4612, 45.1,2.0, 6.8,2006-02,HEB
4613, 11.8,2.8, 5.6,2006-03,HEB
4614, 0.0,3.1, 14.0,2006-04,HEB
4615, 0.0,2.1, 17.0,2006-05,HEB
4616, 9.5,11.5, 19.9,2006-06,HEB
4617, 0.0,10.1, 31.7,2006-07,HEB
4618, 0.0,12.3, 20.2,2006-08,HEB
4619, 0.0,5.7, 28.5,2006-09,HEB
4620, 0.0,2.3, 15.5,2006-10,HEB
4621, 0.0,-3.9, 6.1,2006-11,HEB
4622, 1.3,-2.6, 0.2,2006-12,HEB
4623, 73.0,1.0, 2.1,2007-01,HEB
4624, 0.0,-3.7, 1.1,2007-02,HEB
4625, 0.5,-8.3, 1.9,2007-03,HEB
4626, 3.5,-3.7, 5.8,2007-04,HEB
4627, 0.0,1.0, 13.6,2007-05,HEB
4628, 0.0,6.3, 26.2,2007-06,HEB
4629, 0.0,6.8, 20.4,2007-07,HEB
4630, 0.0,2.4, 26.5,2007-08,HEB
4631, 0.0,7.3, 15.6,2007-09,HEB
4632, 9.6,8.1, 10.6,2007-10,HEB
4633, 0.3,-0.7, 5.0,2007-11,HEB
4634, 3.1,-3.4, -1.3,2007-12,HEB
4635, 14.0,0.1, 3.0,2008-01,HEB
4636, 1.2,-1.2, 2.0,2008-02,HEB
4637, 4.8,-0.3, 6.4,2008-03,HEB
4638, 0.0,-4.4, 8.9,2008-04,HEB
4639, 1.1,2.1, 8.4,2008-05,HEB
4640, 4.4,8.8, 14.6,2008-06,HEB
4641, 0.0,12.7, 26.2,2008-07,HEB
4642, 2.1,9.5, 14.5,2008-08,HEB
4643, 0.0,3.9, 19.3,2008-09,HEB
4644, 0.0,10.7, 19.1,2008-10,HEB
4645, 18.3,8.8, 10.5,2008-11,HEB
4646, 2.2,5.3, 8.5,2008-12,HEB
4647, 0.0,-1.3, -0.2,2009-01,HEB
4648, 28.6,-2.7, 4.9,2009-03,HEB
4649, 21.6,-0.4, 3.8,2009-04,HEB
4650, 0.0,2.1, 21.5,2009-05,HEB
4651, 0.0,5.7, 28.8,2009-06,HEB
4652, 0.0,3.8, 27.1,2009-07,HEB
4653, 0.0,13.2, 32.9,2009-08,HEB
4654, 0.0,8.5, 24.7,2009-09,HEB
4655, 5.4,4.9, 10.8,2009-10,HEB
4656, 7.4,4.6, 8.7,2009-11,HEB
4657, 0.0,-2.6, 0.0,2009-12,HEB
4658, 35.8,1.4, 5.2,2010-01,HEB
4659, 4.0,2.7, 5.8,2010-02,HEB
4660, 3.5,3.6, 10.0,2010-03,HEB
4661, 19.1,1.2, 4.7,2010-04,HEB
4662, 0.6,3.7, 15.1,2010-05,HEB
4663, 2.1,8.9, 14.5,2010-06,HEB
4664, 2.4,10.1, 17.3,2010-07,HEB
4665, 0.0,11.7, 29.7,2010-08,HEB
4666, 0.0,11.4, 22.4,2010-09,HEB
4667, 0.0,9.0, 24.4,2010-10,HEB
4668, 36.8,7.2, 11.6,2010-11,HEB
4669, 2.0,3.3, 3.5,2010-12,HEB
4670, 0.0,-4.8, -0.6,2011-01,HEB
4671, 0.6,3.7, 7.5,2011-02,HEB
4672, 6.9,1.9, 4.4,2011-03,HEB
4673, 4.2,4.2, 11.4,2011-04,HEB
4674, 0.4,1.9, 17.0,2011-05,HEB
4675, 8.2,11.4, 15.1,2011-06,HEB
4676, 4.2,11.2, 16.2,2011-07,HEB
4677, 0.5,1.3, 4.4,2011-12,HEB
4678, 1.8,2.9, 4.9,2012-02,HEB
4679, 0.0,2.0, 4.6,2012-03,HEB
4680, 1.0,2.6, 11.1,2012-04,HEB
4681, 2.7,5.5, 10.6,2012-05,HEB
4682, 9.0,11.5, 18.1,2012-06,HEB
4683, 0.0,9.9, 17.4,2012-07,HEB
4684, 0.0,12.8, 22.2,2012-08,HEB
4685, 0.0,6.8, 23.1,2012-09,HEB
4686, 1.4,14.1, 14.5,2012-10,HEB
4687, 1.6,10.5, 13.2,2012-11,HEB
4688, 39.4,3.3, 4.4,2012-12,HEB
4689, 0.0,0.2, 1.4,2013-01,HEB
4690, 0.0,1.6, 4.8,2013-02,HEB
4691, 37.0,2.4, 5.4,2013-03,HEB
4692, 0.0,-0.4, 19.1,2013-04,HEB
4693, 0.0,-2.5, 16.1,2013-05,HEB
4694, 2.0,8.4, 13.6,2013-06,HEB
4695, 1.0,11.2, 30.2,2013-07,HEB
4696, 1.0,13.1, 24.8,2013-08,HEB
4697, 0.0,10.6, 22.9,2013-09,HEB
4698, 5.0,5.0, 9.2,2013-10,HEB
4699, 21.0,3.9, 9.2,2013-11,HEB
4700, 20.0,0.3, 7.4,2013-12,HEB
4701, 4.0,3.3, 5.0,2014-01,HEB
4702, 0.0,-1.1, 2.5,2014-02,HEB
4703, 0.0,0.5, 4.0,2014-03,HEB
4704, 0.0,-2.7, 16.3,2014-04,HEB
4705, 0.0,5.9, 28.5,2014-05,HEB
4706, 0.0,6.1, 26.1,2014-06,HEB
4707, 0.0,8.7, 28.1,2014-07,HEB
4708, 0.0,9.4, 33.4,2014-08,HEB
4709, 2.0,11.8, 18.1,2014-09,HEB
4710, 0.0,4.7, 13.8,2014-10,HEB
4711, 0.0,3.8, 8.8,2014-11,HEB
4712, 4.2,-7.9, -1.8,2014-12,HEB
4713, 0.0,-6.4, -1.7,2015-01,HEB
4714, 13.0,3.5, 7.4,2015-02,HEB
4715, 1.0,-3.2, 3.5,2015-03,HEB
4716, 1.0,2.7, 8.3,2015-04,HEB
4717, 0.0,2.7, 13.3,2015-05,HEB
4718, 3.0,11.3, 21.4,2015-06,HEB
4719, 0.0,9.0, 33.5,2015-07,HEB
4720, 0.0,10.1, 32.6,2015-08,HEB
4721, 19.0,8.4, 11.5,2015-09,HEB
4722, 0.0,5.0, 16.7,2015-10,HEB
4723, 11.0,2.0, 6.6,2015-11,HEB
4724, 44.0,0.0, 1.7,2015-12,HEB
4725, 0.0,-6.5, -3.1,2016-01,HEB
4726, 0.0,-3.2, -0.9,2016-02,HEB
4727, 57.9,1.7, 4.9,2016-03,HEB
4728, 0.0,0.5, 19.8,2016-04,HEB
4729, 0.0,3.1, 26.3,2016-05,HEB
4730, 21.0,9.9, 17.5,2016-06,HEB
4731, 2.0,11.4, 19.9,2016-07,HEB
4732, 0.0,8.2, 24.0,2016-08,HEB
4733, None,10.6, 14.1,2016-09,HEB
4734, 5.0,2.5, 8.8,2016-10,HEB
4735, 17.0,4.5, 6.7,2016-11,HEB
4736, 5.0,-1.1, 2.3,2016-12,HEB
4737, 0.0,-9.2, -4.8,2017-01,HEB
4738, 0.0,-8.7, 0.2,2017-02,HEB
4739, 1.0,-1.2, 2.9,2017-03,HEB
4740, 5.0,8.5, 13.2,2017-06,HEB
4741, 0.0,8.6, 22.8,2017-07,HEB
4742, 0.0,7.2, 31.6,2017-08,HEB
4743, 0.0,9.7, 24.9,2017-09,HEB
4744, 0.0,0.8, 11.4,2017-10,HEB
4745, 0.0,1.2, 6.4,2017-11,HEB
4746, 13.0,0.4, 2.9,2017-12,HEB
4747, 0.0,-5.3, -1.2,2018-01,HEB
4748, 4.4,-1.7, 0.7,2018-02,HEB
4749, 1.5,-2.9, 1.1,2018-03,HEB
4750, 4.0,-2.5, 4.0,2018-04,HEB
4751, 0.0,1.1, 21.6,2018-05,HEB
4752, 14.0,7.0, 9.5,2018-06,HEB
4753, 2.0,7.3, 17.5,2018-07,HEB
4754, 0.0,14.2, 26.0,2018-08,HEB
4755, 0.0,7.5, 23.6,2018-09,HEB
4756, 5.0,8.7, 12.4,2018-10,HEB
4757, 1.0,-2.7, 2.3,2018-12,HEB
4758, 2.0,-1.8, 0.6,2019-01,HEB
4759, 26.0,0.7, 2.8,2019-02,HEB
4760, 0.0,-8.8, 2.9,2019-03,HEB
4761, 0.0,-2.7, 18.1,2019-04,HEB
4762, 0.0,-2.1, 18.5,2019-05,HEB
4763, 2.8,11.6, 28.7,2019-07,HEB
4764, 63.8,13.2, 17.0,2019-08,HEB
4765, 1.4,11.1, 20.9,2019-09,HEB
4766, 0.0,4.0, 9.5,2019-11,HEB
4767, 0.0,-4.9, 1.4,2019-12,HEB
4768, 9.7,-1.0, 9.0,2020-01,HEB
4769, 15.3,-1.0, 7.3,2020-02,HEB
4770, 2.8,0.2, 3.4,2020-03,HEB
4771, 0.0,-1.6, 8.2,2020-04,HEB
4772, 0.0,4.2, 13.7,2020-05,HEB
4773, 0.0,5.5, 18.4,2020-06,HEB
4774, 0.0,7.0, 22.1,2020-07,HEB
4775, 0.0,15.4, 27.0,2020-08,HEB
4776, 0.0,12.9, 21.7,2020-09,HEB
4777, 0.0,13.4, 20.1,2020-10,HEB
4778, 0.0,2.8, 11.1,2020-11,HEB
4779, 0.0,-1.2, 3.9,2020-12,HEB
4780, 65.2,4.2, 6.5,2021-01,HEB
4781, 10.4,1.5, 4.5,2021-02,HEB
4782, 4.6,0.4, 6.5,2021-03,HEB
4783, 0.0,0.7, 10.2,2021-04,HEB
4784, 1.4,2.7, 14.2,2021-05,HEB
4785, 0.0,13.2, 30.0,2021-06,HEB
4786, 0.0,11.3, 26.9,2021-07,HEB
4787, 0.0,12.6, 31.0,2021-08,HEB
4788, 0.0,4.4, 24.0,2021-09,HEB
4789, 0.0,7.2, 13.5,2021-10,HEB
4790, 0.3,-3.8, -0.2,2005-01,QSM
4791, 3.1,1.6, 8.6,2005-02,QSM
4792, 7.6,5.0, 6.8,2005-03,QSM
4793, 6.5,-0.1, 12.0,2005-04,QSM
4794, 0.0,6.1, 19.9,2005-05,QSM
4795, 0.2,8.4, 17.0,2005-06,QSM
4796, 0.9,11.2, 19.0,2005-07,QSM
4797, 0.0,8.7, 22.3,2005-08,QSM
4798, 0.0,10.3, 19.4,2005-09,QSM
4799, 0.8,5.1, 15.5,2005-10,QSM
4800, 6.4,4.0, 8.1,2005-11,QSM
4801, 0.4,-2.7, -0.6,2005-12,QSM
4802, 32.8,1.7, 6.4,2006-01,QSM
4803, 6.1,-0.2, 7.1,2006-02,QSM
4804, 36.5,-0.6, 4.0,2006-03,QSM
4805, 1.0,4.6, 9.3,2006-04,QSM
4806, 0.0,2.6, 14.1,2006-05,QSM
4807, 4.4,12.2, 17.1,2006-06,QSM
4808, 0.0,9.0, 29.3,2006-07,QSM
4809, 0.0,10.5, 21.1,2006-08,QSM
4810, 0.0,6.0, 27.6,2006-09,QSM
4811, 0.2,2.1, 14.2,2006-10,QSM
4812, 0.2,-5.5, 5.5,2006-11,QSM
4813, 0.0,-5.3, -0.1,2006-12,QSM
4814, 22.0,3.7, 6.8,2007-01,QSM
4815, 0.2,-4.5, 2.7,2007-02,QSM
4816, 0.0,-4.6, 2.6,2007-03,QSM
4817, 6.3,-2.1, 7.2,2007-04,QSM
4818, 0.1,6.7, 14.7,2007-05,QSM
4819, 0.0,11.4, 25.2,2007-06,QSM
4820, 0.0,8.1, 21.0,2007-07,QSM
4821, 0.0,9.2, 29.0,2007-08,QSM
4822, 0.4,8.7, 20.0,2007-09,QSM
4823, 0.8,9.2, 12.5,2007-10,QSM
4824, 0.1,0.4, 9.6,2007-11,QSM
4825, 19.1,-3.5, -1.6,2007-12,QSM
4826, 8.7,0.6, 5.6,2008-01,QSM
4827, 25.8,-0.1, 4.2,2008-02,QSM
4828, 0.2,-0.6, 8.7,2008-03,QSM
4829, 0.0,-2.2, 8.4,2008-04,QSM
4830, 0.0,3.2, 11.0,2008-05,QSM
4831, 0.5,8.4, 17.3,2008-06,QSM
4832, 0.0,15.5, 26.7,2008-07,QSM
4833, 4.9,10.3, 18.5,2008-08,QSM
4834, 0.0,7.0, 18.8,2008-09,QSM
4835, 0.0,7.2, 20.7,2008-10,QSM
4836, 23.5,9.4, 11.4,2008-11,QSM
4837, 2.3,8.0, 9.0,2008-12,QSM
4838, 14.7,-3.2, 1.2,2009-01,QSM
4839, 33.6,-0.6, 2.8,2009-02,QSM
4840, 23.3,0.0, 7.6,2009-03,QSM
4841, 26.4,0.0, 3.4,2009-04,QSM
4842, 0.0,0.9, 22.8,2009-05,QSM
4843, 0.0,8.4, 29.3,2009-06,QSM
4844, 0.0,7.1, 25.2,2009-07,QSM
4845, 0.0,15.5, 31.4,2009-08,QSM
4846, 0.0,10.5, 21.4,2009-09,QSM
4847, 9.7,6.3, 11.4,2009-10,QSM
4848, 0.3,3.4, 9.9,2009-11,QSM
4849, 0.0,-1.8, 5.1,2009-12,QSM
4850, 15.6,1.1, 8.2,2010-01,QSM
4851, 7.2,5.9, 6.8,2010-02,QSM
4852, 0.0,6.7, 10.4,2010-03,QSM
4853, 5.1,2.6, 8.9,2010-04,QSM
4854, 0.0,6.0, 13.5,2010-05,QSM
4855, 6.5,10.7, 15.1,2010-06,QSM
4856, 1.9,9.9, 16.6,2010-07,QSM
4857, 0.0,11.4, 24.7,2010-08,QSM
4858, 0.0,7.6, 19.6,2010-09,QSM
4859, 0.0,5.5, 20.8,2010-10,QSM
4860, 31.5,5.1, 11.2,2010-11,QSM
4861, 0.0,1.3, 5.2,2010-12,QSM
4862, 0.0,-0.6, 1.0,2011-01,QSM
4863, 0.0,0.1, 4.4,2011-02,QSM
4864, 3.5,0.0, 5.3,2011-03,QSM
4865, 2.2,4.5, 9.4,2011-04,QSM
4866, 0.0,1.0, 13.3,2011-05,QSM
4867, 9.0,11.1, 13.1,2011-06,QSM
4868, 1.3,10.4, 14.1,2011-07,QSM
4869, 0.0,8.2, 22.8,2011-08,QSM
4870, 1.1,0.0, 4.1,2011-12,QSM
4871, 0.0,0.7, 4.2,2012-01,QSM
4872, 1.3,-0.3, 7.4,2012-02,QSM
4873, 7.6,-0.3, 5.9,2012-03,QSM
4874, 5.2,4.5, 10.0,2012-05,QSM
4875, 10.5,9.7, 18.4,2012-06,QSM
4876, 0.2,10.4, 17.3,2012-07,QSM
4877, 0.3,11.7, 20.2,2012-08,QSM
4878, 0.0,6.5, 18.6,2012-09,QSM
4879, 0.0,7.5, 16.6,2012-10,QSM
4880, 2.2,8.6, 10.4,2012-11,QSM
4881, 15.6,5.2, 8.5,2012-12,QSM
4882, 0.0,1.9, 3.4,2013-01,QSM
4883, 0.2,4.4, 6.4,2013-02,QSM
4884, 1.4,5.9, 10.1,2013-03,QSM
4885, 0.0,2.6, 16.0,2013-04,QSM
4886, 0.0,-0.3, 12.9,2013-05,QSM
4887, 0.6,9.3, 14.5,2013-06,QSM
4888, 0.0,15.0, 29.2,2013-07,QSM
4889, 0.0,16.4, 25.5,2013-08,QSM
4890, 0.0,10.2, 22.2,2013-09,QSM
4891, 2.1,5.5, 10.8,2013-10,QSM
4892, 31.8,7.1, 10.1,2013-11,QSM
4893, 5.4,2.0, 8.0,2013-12,QSM
4894, 2.7,4.3, 5.8,2014-01,QSM
4895, 0.0,-0.4, 3.2,2014-02,QSM
4896, 0.0,-1.1, 3.6,2014-03,QSM
4897, 0.0,0.1, 14.9,2014-04,QSM
4898, 0.0,8.1, 23.8,2014-05,QSM
4899, 0.0,8.7, 21.5,2014-06,QSM
4900, 0.0,10.8, 27.6,2014-07,QSM
4901, 0.0,10.8, 29.7,2014-08,QSM
4902, 1.8,13.3, 19.1,2014-09,QSM
4903, 0.0,5.9, 15.9,2014-10,QSM
4904, 0.0,5.0, 11.9,2014-11,QSM
4905, 0.0,-5.4, 1.3,2014-12,QSM
4906, 0.0,-4.0, 1.0,2015-01,QSM
4907, 1.6,4.8, 7.7,2015-02,QSM
4908, 1.8,-1.0, 6.9,2015-03,QSM
4909, 2.2,1.1, 10.0,2015-04,QSM
4910, 0.0,6.8, 13.0,2015-05,QSM
4911, 3.3,11.8, 22.1,2015-06,QSM
4912, 0.0,13.3, 30.4,2015-07,QSM
4913, 0.0,11.9, 27.5,2015-08,QSM
4914, 4.5,9.0, 14.3,2015-09,QSM
4915, 0.0,6.8, 22.6,2015-10,QSM
4916, 19.0,2.9, 8.3,2015-11,QSM
4917, 13.0,2.2, 8.1,2015-12,QSM
4918, 0.0,-2.7, 1.6,2016-01,QSM
4919, 0.0,-0.2, 4.8,2016-02,QSM
4920, 31.0,2.7, 8.3,2016-03,QSM
4921, 0.0,5.3, 18.4,2016-04,QSM
4922, 0.0,6.5, 22.9,2016-05,QSM
4923, 3.0,13.3, 19.4,2016-06,QSM
4924, 1.0,15.2, 19.8,2016-07,QSM
4925, 0.0,11.4, 22.8,2016-08,QSM
4926, 2.0,12.0, 15.7,2016-09,QSM
4927, 32.0,8.4, 11.6,2016-10,QSM
4928, 5.6,8.5, 10.9,2016-11,QSM
4929, 2.0,0.2, 6.3,2016-12,QSM
4930, 0.0,-5.1, 2.5,2017-01,QSM
4931, 0.0,-4.2, 4.7,2017-02,QSM
4932, 2.0,0.8, 6.9,2017-03,QSM
4933, 9.0,-10.9, -5.2,2005-01,CMU
4934, 2.5,0.6, 3.0,2005-02,CMU
4935, 14.0,0.0, 4.4,2005-03,CMU
4936, 33.2,-1.9, 1.3,2005-04,CMU
4937, 0.0,4.5, 19.1,2005-05,CMU
4938, 1.2,8.8, 11.6,2005-06,CMU
4939, 2.0,8.9, 13.8,2005-07,CMU
4940, 9.1,10.3, 20.0,2005-08,CMU
4941, 0.0,9.9, 18.7,2005-09,CMU
4942, 1.1,3.2, 9.8,2005-10,CMU
4943, 4.7,0.8, 2.7,2005-11,CMU
4944, 0.0,-8.7, -5.7,2005-12,CMU
4945, 17.8,-0.5, 0.5,2006-01,CMU
4946, 33.0,-1.6, 1.6,2006-02,CMU
4947, 4.0,-2.9, 0.7,2006-03,CMU
4948, 2.0,0.0, 4.3,2006-04,CMU
4949, 2.0,-0.6, 8.1,2006-05,CMU
4950, 35.8,7.8, 13.9,2006-06,CMU
4951, 0.0,11.8, 25.6,2006-07,CMU
4952, 0.0,8.3, 17.7,2006-08,CMU
4953, 0.0,10.5, 27.8,2006-09,CMU
4954, 2.0,3.9, 12.7,2006-10,CMU
4955, 0.0,-4.3, 2.2,2006-11,CMU
4956, 0.0,-6.0, -2.8,2006-12,CMU
4957, 67.5,-1.2, -0.4,2007-01,CMU
4958, 0.0,-0.9, 7.2,2007-02,CMU
4959, 0.0,-12.8, -1.5,2007-03,CMU
4960, 2.0,-3.2, 0.6,2007-04,CMU
4961, 0.0,1.4, 8.3,2007-05,CMU
4962, 0.0,8.8, 24.6,2007-06,CMU
4963, 0.0,5.0, 19.4,2007-07,CMU
4964, 0.0,11.2, 26.5,2007-08,CMU
4965, 1.1,6.8, 17.2,2007-09,CMU
4966, 6.0,3.1, 7.3,2007-10,CMU
4967, 1.0,-1.7, 4.8,2007-11,CMU
4968, 2.7,-11.9, -10.5,2007-12,CMU
4969, 0.2,-6.8, -1.1,2008-01,CMU
4970, 5.0,-5.2, -0.4,2008-02,CMU
4971, 4.1,-2.5, 2.6,2008-03,CMU
4972, 0.0,-8.5, 4.1,2008-04,CMU
4973, 0.0,-0.7, 5.5,2008-05,CMU
4974, 9.0,5.4, 7.9,2008-06,CMU
4975, 0.0,12.9, 24.8,2008-07,CMU
4976, 9.0,6.0, 11.3,2008-08,CMU
4977, 0.0,4.1, 12.6,2008-09,CMU
4978, 0.0,13.0, 22.7,2008-10,CMU
4979, 14.1,5.5, 7.9,2008-11,CMU
4980, 2.0,4.0, 6.5,2008-12,CMU
4981, 6.0,-6.6, -1.8,2009-01,CMU
4982, 19.7,-5.2, -2.3,2009-02,CMU
4983, 30.5,-3.2, 3.5,2009-03,CMU
4984, 7.9,-3.3, 1.5,2009-04,CMU
4985, 0.0,2.1, 16.5,2009-05,CMU
4986, 0.0,10.2, 23.5,2009-06,CMU
4987, 0.0,7.4, 24.0,2009-07,CMU
4988, 0.0,16.3, 27.9,2009-08,CMU
4989, 2.9,12.3, 19.0,2009-09,CMU
4990, 8.8,2.7, 5.9,2009-10,CMU
4991, 3.0,0.6, 4.1,2009-11,CMU
4992, 0.0,-6.4, -0.6,2009-12,CMU
4993, 43.1,-2.5, 1.1,2010-01,CMU
4994, 2.0,-0.1, 3.0,2010-02,CMU
4995, 0.0,0.6, 8.7,2010-03,CMU
4996, 9.9,-2.1, 1.1,2010-04,CMU
4997, 0.0,0.6, 10.3,2010-05,CMU
4998, 9.0,5.6, 10.7,2010-06,CMU
4999, 0.0,5.2, 10.9,2010-07,CMU
5000, 0.0,10.7, 14.8,2010-08,CMU
5001, 1.9,6.1, 16.0,2010-09,CMU
5002, 0.0,9.7, 21.5,2010-10,CMU
5003, 55.2,0.0, 5.9,2010-11,CMU
5004, 0.6,-1.7, 0.4,2010-12,CMU
5005, 4.8,-10.5, -6.3,2011-01,CMU
5006, 0.0,-6.6, 0.9,2011-02,CMU
5007, 8.0,-5.8, -0.1,2011-03,CMU
5008, 2.0,-0.2, 4.3,2011-04,CMU
5009, 0.0,-1.7, 12.1,2011-05,CMU
5010, 6.0,4.3, 12.1,2011-06,CMU
5011, 1.0,5.2, 12.4,2011-07,CMU
5012, 0.0,5.8, 22.4,2011-08,CMU
5013, 0.0,6.5, 11.3,2011-09,CMU
5014, 1.0,4.0, 8.6,2011-10,CMU
5015, 0.0,-3.2, 2.6,2011-11,CMU
5016, 0.0,-4.4, 0.3,2011-12,CMU
5017, 0.0,-6.0, -0.8,2012-01,CMU
5018, 6.6,-1.6, 1.5,2012-02,CMU
5019, 0.0,-5.8, 1.5,2012-03,CMU
5020, 11.0,-1.9, 3.3,2012-04,CMU
5021, 1.0,0.1, 6.4,2012-05,CMU
5022, 14.0,5.4, 10.8,2012-06,CMU
5023, 1.0,7.0, 13.6,2012-07,CMU
5024, 0.0,9.0, 18.8,2012-08,CMU
5025, 0.0,5.1, 16.6,2012-09,CMU
5026, 4.9,5.5, 12.1,2012-10,CMU
5027, 0.0,3.3, 7.6,2012-11,CMU
5028, 40.0,-0.3, 1.2,2012-12,CMU
5029, 0.0,-9.4, -4.3,2013-01,CMU
5030, 0.0,-1.3, 3.2,2013-02,CMU
5031, 75.1,-0.3, 2.7,2013-03,CMU
5032, 0.0,3.5, 15.4,2013-04,CMU
5033, 0.0,-2.9, 11.2,2013-05,CMU
5034, 2.0,4.1, 11.0,2013-06,CMU
5035, 0.0,16.1, 33.3,2013-07,CMU
5036, 2.0,12.2, 18.1,2013-08,CMU
5037, 0.0,11.7, 25.1,2013-09,CMU
5038, 4.0,1.4, 4.9,2013-10,CMU
5039, 19.9,0.3, 5.4,2013-11,CMU
5040, 20.0,-1.9, 3.5,2013-12,CMU
5041, 1.0,-1.1, 0.9,2014-01,CMU
5042, 0.0,-9.6, -2.0,2014-02,CMU
5043, 0.0,-9.2, -3.8,2014-03,CMU
5044, 0.0,-2.2, 10.6,2014-04,CMU
5045, 0.0,8.2, 25.1,2014-05,CMU
5046, 0.0,7.0, 22.9,2014-06,CMU
5047, 0.0,11.4, 30.2,2014-07,CMU
5048, 0.0,14.8, 29.8,2014-08,CMU
5049, 1.0,8.7, 14.4,2014-09,CMU
5050, 0.0,3.8, 10.8,2014-10,CMU
5051, 1.0,-0.5, 5.9,2014-11,CMU
5052, 0.0,-10.3, -4.4,2014-12,CMU
5053, 0.0,-4.1, 0.7,2015-01,CMU
5054, 17.0,-0.5, 0.6,2015-02,CMU
5055, 0.0,-2.7, 4.3,2015-03,CMU
5056, 0.0,-1.4, 6.2,2015-04,CMU
5057, 1.0,1.5, 11.7,2015-05,CMU
5058, 0.0,9.8, 24.2,2015-06,CMU
5059, 0.0,14.4, 30.1,2015-07,CMU
5060, 0.0,15.4, 30.0,2015-08,CMU
5061, 17.0,6.2, 10.2,2015-09,CMU
5062, 0.0,9.3, 22.4,2015-10,CMU
5063, 22.0,2.4, 4.5,2015-11,CMU
5064, 28.4,-8.1, -0.2,2015-12,CMU
5065, 0.0,-11.5, -6.7,2016-01,CMU
5066, 0.0,1.2, 3.9,2016-02,CMU
5067, 37.7,-3.2, 2.3,2016-03,CMU
5068, 1.3,0.5, 16.2,2016-04,CMU
5069, 0.0,7.6, 22.7,2016-05,CMU
5070, 0.0,8.9, 18.5,2016-06,CMU
5071, 0.9,11.5, 17.1,2016-07,CMU
5072, 0.0,8.2, 23.1,2016-08,CMU
5073, 11.1,12.2, 11.5,2016-09,CMU
5074, 3.9,4.2, 7.5,2016-10,CMU
5075, 13.4,3.3, 5.1,2016-11,CMU
5076, 1.3,1.0, 2.8,2016-12,CMU
5077, 0.0,-6.3, -3.6,2017-01,CMU
5078, 0.0,-11.1, -1.8,2017-02,CMU
5079, 3.9,-1.3, 1.1,2017-03,CMU
5080, 24.7,0.1, 5.6,2017-04,CMU
5081, 1.3,-0.3, 8.4,2017-05,CMU
5082, 3.9,9.5, 11.3,2017-06,CMU
5083, 0.0,10.7, 22.6,2017-07,CMU
5084, 0.0,11.9, 28.4,2017-08,CMU
5085, 0.0,12.9, 23.8,2017-09,CMU
5086, 1.3,6.4, 12.5,2017-10,CMU
5087, 1.7,1.8, 9.7,2017-11,CMU
5088, 20.8,1.1, 2.2,2017-12,CMU
5089, 0.0,-11.9, -5.7,2018-01,CMU
5090, 3.9,0.0, 1.2,2018-02,CMU
5091, 11.3,-1.9, 2.1,2018-03,CMU
5092, 0.0,-1.7, 2.9,2018-04,CMU
5093, 0.0,5.6, 15.3,2018-05,CMU
5094, 1.3,4.7, 10.6,2018-06,CMU
5095, 3.2,9.8, 15.8,2018-07,CMU
5096, 0.0,14.9, 23.8,2018-08,CMU
5097, 0.0,10.6, 17.7,2018-09,CMU
5098, 38.7,5.1, 6.1,2018-10,CMU
5099, 53.8,6.9, 9.9,2018-11,CMU
5100, 0.1,-1.2, 3.7,2018-12,CMU
5101, 1.6,-3.4, 0.4,2019-01,CMU
