ONE_DAY_PRECIPITATION,MIN_TEMP,MAX_TEMP,Station,Year,Month
 15.4,1.6, 5.8,ERC,2013,03
 0.0,0.9, 20.6,ERC,2013,04
 0.0,-1.2, 15.0,ERC,2013,05
 0.3,8.6, 15.3,ERC,2013,06
 0.0,12.7, 33.3,ERC,2013,07
 0.0,14.8, 27.8,ERC,2013,08
 0.0,9.3, 24.9,ERC,2013,09
 6.3,4.2, 8.4,ERC,2013,10
 18.3,5.3, 10.9,ERC,2013,11
 6.0,0.6, 8.3,ERC,2013,12
 0.0,3.2, 5.5,ERC,2014,01
 0.0,0.3, 4.6,ERC,2014,02
 3.4,-2.3, 7.1,ERC,2014,03
 0.0,-1.6, 15.9,ERC,2014,04
 0.0,5.7, 28.2,ERC,2014,05
 0.0,6.3, 24.1,ERC,2014,06
 0.0,8.2, 31.2,ERC,2014,07
 0.0,10.7, 33.3,ERC,2014,08
 0.0,9.2, 19.6,ERC,2014,09
 0.0,5.0, 16.0,ERC,2014,10
 0.0,0.9, 8.8,ERC,2014,11
 0.0,-7.2, -0.6,ERC,2014,12
 0.0,-5.9, -1.6,ERC,2015,01
 6.7,4.1, 8.3,ERC,2015,02
 2.7,-2.1, 6.6,ERC,2015,03
 0.0,-0.1, 11.3,ERC,2015,04
 0.0,3.9, 17.0,ERC,2015,05
 2.0,11.1, 22.6,ERC,2015,06
 0.0,10.5, 31.1,ERC,2015,07
 0.0,10.4, 31.5,ERC,2015,08
 4.0,8.7, 14.5,ERC,2015,09
 0.0,4.5, 22.5,ERC,2015,10
 9.3,3.8, 6.9,ERC,2015,11
 59.3,-0.1, 0.5,ERC,2015,12
 0.0,-11.2, -8.3,ERC,2016,01
 0.0,-3.3, 1.6,ERC,2016,02
 57.0,1.2, 4.8,ERC,2016,03
 0.0,2.6, 21.7,ERC,2016,04
 0.0,3.4, 26.8,ERC,2016,05
 4.0,9.1, 20.3,ERC,2016,06
 0.0,13.3, 20.2,ERC,2016,07
 0.0,9.0, 25.1,ERC,2016,08
 3.0,10.2, 16.7,ERC,2016,09
 20.0,4.7, 9.2,ERC,2016,10
 41.1,4.8, 7.9,ERC,2016,11
 2.0,-2.7, 3.2,ERC,2016,12
 0.0,-8.7, 1.0,ERC,2017,01
 0.0,-8.4, -1.2,ERC,2017,02
 1.0,-0.1, 5.4,ERC,2017,03
 1.0,9.4, 16.6,ERC,2017,06
 0.0,8.5, 26.0,ERC,2017,07
 0.0,7.6, 33.0,ERC,2017,08
 0.0,9.2, 27.7,ERC,2017,09
 0.0,1.0, 18.2,ERC,2017,10
 2.0,-0.8, 7.3,ERC,2017,11
 0.0,0.6, 5.4,ERC,2017,12
 0.0,-6.2, 1.0,ERC,2018,01
 6.5,-1.0, 1.6,ERC,2018,02
 2.0,-1.5, 4.8,ERC,2018,03
 0.0,-2.5, 8.6,ERC,2018,04
 0.0,5.4, 20.0,ERC,2018,05
 5.0,3.4, 12.8,ERC,2018,06
 0.0,7.5, 19.7,ERC,2018,07
 0.0,11.4, 27.4,ERC,2018,08
 0.0,6.2, 23.0,ERC,2018,09
 4.0,9.8, 12.1,ERC,2018,10
 0.0,-0.4, 6.1,ERC,2018,12
 0.0,-1.8, 2.5,ERC,2019,01
 18.0,0.2, 4.9,ERC,2019,02
 0.0,-8.8, 9.9,ERC,2019,03
 0.0,-1.1, 20.9,ERC,2019,04
 0.0,-0.4, 18.8,ERC,2019,05
 0.0,6.8, 27.9,ERC,2019,07
 44.0,14.1, 17.3,ERC,2019,08
 2.0,12.9, 23.1,ERC,2019,09
 0.0,-0.1, 10.3,ERC,2019,11
 0.0,-8.1, -0.2,ERC,2019,12
 3.4,-0.5, 6.3,ERC,2020,01
 6.9,-1.8, 5.5,ERC,2020,02
 1.2,-4.5, 4.3,ERC,2020,03
 1.4,1.1, 11.0,ERC,2020,04
 5.8,3.0, 15.5,ERC,2020,05
 0.1,7.7, 18.7,ERC,2020,06
 0.0,8.5, 20.7,ERC,2020,07
 0.0,8.3, 28.1,ERC,2020,08
 0.0,11.3, 25.3,ERC,2020,09
 0.0,9.4, 23.4,ERC,2020,10
 0.0,0.1, 8.2,ERC,2020,11
 0.7,-3.3, -1.2,ERC,2020,12
 70.1,-0.1, 1.3,ERC,2021,01
 9.9,-0.2, 3.3,ERC,2021,02
 9.6,-2.1, 6.8,ERC,2021,03
 0.2,-0.5, 13.8,ERC,2021,04
 0.0,2.4, 16.4,ERC,2021,05
 0.0,7.9, 30.9,ERC,2021,06
 0.0,15.3, 24.8,ERC,2021,07
 0.0,12.8, 30.6,ERC,2021,08
 0.0,3.3, 23.7,ERC,2021,09
 0.0,4.5, 14.4,ERC,2021,10
 12.7,-2.6, 3.3,ERC,2021,11
 14.0,4.3, 9.4,ERC,2021,12
 40.5,-9.4, -0.3,ERC,2022,01
 1.3,-6.2, 1.5,ERC,2022,02
 23.3,0.3, 6.7,ERC,2022,03
 0.5,1.6, 7.8,ERC,2022,04
 4.2,-0.3, 12.2,ERC,2022,05
 3.4,7.1, 20.6,ERC,2022,06
 0.0,8.0, 25.4,ERC,2022,07
 0.0,14.2, 28.1,ERC,2022,08
 0.0,11.5, 29.3,ERC,2022,09
 0.0,4.2, 25.0,ERC,2022,10
 0.3,-1.2, 5.4,ERC,2022,11
 0.1,-8.7, -2.0,ERC,2022,12
 0.1,-2.0, 2.9,ERC,2023,01
 3.0,-6.7, 3.1,ERC,2023,03
 0.1,-1.4, 7.4,ERC,2023,04
 0.6,4.4, 19.5,ERC,2023,05
 0.7,4.6, 21.9,ERC,2023,06
 0.0,5.8, 24.5,ERC,2023,07
 0.6,7.4, 26.4,ERC,2023,08
 0.5,6.7, 29.3,ERC,2023,09
 0.2,0.4, 17.5,ERC,2023,10
 1.1,-1.4, 8.3,ERC,2023,11
 26.3,-3.9, 1.0,ERC,2023,12
 0.0,-9.2, -6.0,CHK,2005,01
 3.9,2.8, 5.5,CHK,2005,02
 7.2,0.7, 5.2,CHK,2005,03
 19.0,0.4, 4.4,CHK,2005,04
 0.0,5.3, 18.4,CHK,2005,05
 0.0,8.8, 13.8,CHK,2005,06
 1.7,10.8, 15.0,CHK,2005,07
 1.7,7.8, 22.5,CHK,2005,08
 0.0,10.2, 20.5,CHK,2005,09
 3.9,6.8, 12.4,CHK,2005,10
 5.4,2.8, 6.1,CHK,2005,11
 0.0,-6.3, -3.9,CHK,2005,12
 19.1,0.3, 2.4,CHK,2006,01
 18.9,0.4, 3.4,CHK,2006,02
 0.0,-1.8, 3.4,CHK,2006,03
 1.3,-0.5, 5.1,CHK,2006,04
 1.5,-0.7, 9.6,CHK,2006,05
 13.7,10.5, 16.0,CHK,2006,06
 0.0,8.6, 27.7,CHK,2006,07
 0.0,8.7, 20.0,CHK,2006,08
 0.0,6.7, 28.2,CHK,2006,09
 0.4,3.3, 14.1,CHK,2006,10
 0.0,-2.5, 2.6,CHK,2006,11
 0.1,-6.0, -2.4,CHK,2006,12
 41.4,0.5, 0.9,CHK,2007,01
 0.2,-4.0, 7.0,CHK,2007,02
 0.0,-11.9, 0.0,CHK,2007,03
 1.4,-1.0, 3.9,CHK,2007,04
 0.3,3.0, 10.9,CHK,2007,05
 0.0,7.4, 25.8,CHK,2007,06
 0.0,4.7, 19.8,CHK,2007,07
 0.0,7.2, 28.6,CHK,2007,08
 0.0,9.1, 17.7,CHK,2007,09
 9.1,5.6, 9.7,CHK,2007,10
 1.1,-1.1, 5.9,CHK,2007,11
 4.9,-10.4, -7.9,CHK,2007,12
 2.7,-4.4, -2.0,CHK,2008,01
 4.7,-3.3, 0.2,CHK,2008,02
 2.4,-1.7, 5.1,CHK,2008,03
 0.1,-7.1, 5.2,CHK,2008,04
 0.0,-0.8, 7.9,CHK,2008,05
 6.9,7.6, 10.2,CHK,2008,06
 8.2,8.3, 13.4,CHK,2008,08
 0.0,3.7, 15.9,CHK,2008,09
 0.4,8.2, 21.1,CHK,2008,10
 6.8,7.1, 9.4,CHK,2008,11
 0.8,4.0, 7.3,CHK,2008,12
 26.4,-2.2, 3.9,CHK,2009,03
 8.6,-0.9, 1.9,CHK,2009,04
 0.0,-1.2, 17.9,CHK,2009,05
 0.0,6.7, 21.8,CHK,2009,06
 0.0,4.9, 22.3,CHK,2009,07
 0.0,13.6, 25.5,CHK,2009,08
 6.0,11.4, 19.0,CHK,2009,09
 6.8,4.8, 8.1,CHK,2009,10
 0.4,1.1, 6.2,CHK,2009,11
 0.0,-3.4, 0.5,CHK,2009,12
 11.9,-2.7, 0.4,CHK,2010,01
 1.4,0.1, 4.1,CHK,2010,02
 0.0,0.5, 7.9,CHK,2010,03
 8.8,-0.5, 3.2,CHK,2010,04
 0.0,1.2, 13.1,CHK,2010,05
 3.8,7.9, 10.8,CHK,2010,06
 1.1,5.4, 12.5,CHK,2010,07
 0.0,11.2, 17.8,CHK,2010,08
 0.3,6.5, 17.7,CHK,2010,09
 0.0,6.6, 21.7,CHK,2010,10
 37.8,2.5, 7.8,CHK,2010,11
 0.0,0.0, 0.8,CHK,2010,12
 0.0,-9.9, -5.0,CHK,2011,01
 0.0,-6.6, -0.8,CHK,2011,02
 0.2,-8.6, -4.1,CHK,2011,03
 2.1,1.1, 4.8,CHK,2011,04
 0.0,-1.9, 13.6,CHK,2011,05
 1.0,6.8, 14.1,CHK,2011,06
 0.0,18.2, 19.1,CHK,2011,07
 0.7,6.2, 23.7,CHK,2011,08
 0.0,-1.7, 3.7,CHK,2011,11
 0.0,-4.3, -0.7,CHK,2011,12
 0.2,-4.3, -2.1,CHK,2012,01
 4.7,-1.0, 0.9,CHK,2012,02
 0.8,-4.2, 1.5,CHK,2012,03
 8.9,-1.8, 4.1,CHK,2012,04
 0.8,0.4, 7.1,CHK,2012,05
 8.4,6.4, 11.2,CHK,2012,06
 0.0,7.0, 20.9,CHK,2012,08
 0.0,3.4, 17.9,CHK,2012,09
 0.4,5.2, 13.9,CHK,2012,10
 0.8,3.2, 7.1,CHK,2012,11
 28.7,-0.8, 1.2,CHK,2012,12
 0.0,-8.2, -2.9,CHK,2013,01
 0.6,-2.7, 3.0,CHK,2013,02
 50.6,-1.0, -0.1,CHK,2013,03
 0.0,-1.7, 17.1,CHK,2013,04
 0.0,-4.1, 13.9,CHK,2013,05
 0.0,4.1, 12.5,CHK,2013,06
 0.0,10.8, 31.9,CHK,2013,07
 2.4,11.6, 16.8,CHK,2013,08
 0.0,8.3, 20.6,CHK,2013,09
 1.2,2.5, 6.6,CHK,2013,10
 13.6,3.8, 5.8,CHK,2013,11
 21.0,-1.1, 4.3,CHK,2013,12
 0.6,-1.6, 0.8,CHK,2014,01
 0.1,-11.4, -0.6,CHK,2014,02
 0.6,3.8, 8.4,CHK,2014,03
 0.1,0.1, 13.5,CHK,2014,04
 0.0,4.5, 27.3,CHK,2014,05
 0.0,4.8, 22.9,CHK,2014,06
 0.0,7.4, 31.1,CHK,2014,07
 0.0,9.7, 31.0,CHK,2014,08
 19.6,9.1, 14.5,CHK,2014,09
 0.0,3.9, 13.1,CHK,2014,10
 0.0,-0.2, 5.6,CHK,2014,11
 0.0,-11.6, -4.7,CHK,2014,12
 0.0,-9.4, -3.2,CHK,2015,01
 12.1,-0.9, 0.6,CHK,2015,02
 0.0,-4.0, 4.2,CHK,2015,03
 0.5,-0.7, 7.3,CHK,2015,04
 0.2,0.9, 11.9,CHK,2015,05
 0.0,9.1, 23.7,CHK,2015,06
 0.0,11.7, 29.8,CHK,2015,07
 0.0,10.2, 29.6,CHK,2015,08
 9.1,7.4, 9.9,CHK,2015,09
 0.0,4.0, 19.0,CHK,2015,10
 14.2,1.6, 3.9,CHK,2015,11
 19.1,-2.7, 1.5,CHK,2015,12
 0.0,-7.5, -4.2,CHK,2016,01
 2.0,-1.5, 1.0,CHK,2016,02
 17.0,-0.5, 1.2,CHK,2016,03
 0.0,1.6, 19.5,CHK,2016,04
 0.0,2.7, 26.2,CHK,2016,05
 0.0,9.5, 20.7,CHK,2016,06
 0.0,10.6, 17.7,CHK,2016,07
 0.0,8.4, 24.1,CHK,2016,08
 17.9,9.5, 11.9,CHK,2016,09
 1.0,3.4, 9.3,CHK,2016,10
 9.0,4.2, 6.2,CHK,2016,11
 0.0,0.4, 1.3,CHK,2016,12
 0.0,-6.0, -2.8,CHK,2017,01
 0.0,-8.5, -0.6,CHK,2017,02
 10.0,-1.5, 2.0,CHK,2017,03
 17.9,0.4, 5.6,CHK,2017,04
 2.0,0.1, 10.7,CHK,2017,05
 3.0,8.7, 11.7,CHK,2017,06
 0.0,10.4, 24.9,CHK,2017,07
 0.0,11.7, 31.3,CHK,2017,08
 0.0,10.2, 25.9,CHK,2017,09
 3.0,3.4, 12.9,CHK,2017,10
 2.0,1.9, 8.7,CHK,2017,11
 8.7,0.4, 2.3,CHK,2017,12
 0.0,-9.3, -5.0,CHK,2018,01
 2.0,-0.7, -0.1,CHK,2018,02
 4.0,-2.1, 0.5,CHK,2018,03
 0.0,-2.5, 4.3,CHK,2018,04
 0.0,4.3, 18.3,CHK,2018,05
 0.0,6.7, 13.6,CHK,2018,06
 1.0,10.1, 18.8,CHK,2018,07
 0.0,12.7, 24.5,CHK,2018,08
 0.0,8.3, 19.3,CHK,2018,09
 23.0,4.8, 8.5,CHK,2018,10
 0.0,-0.3, 3.6,CHK,2018,12
 2.0,-3.3, -0.6,CHK,2019,01
 27.0,0.4, 1.2,CHK,2019,02
 0.0,-6.5, 3.3,CHK,2019,03
 0.0,-1.7, 15.7,CHK,2019,04
 0.0,-0.4, 15.9,CHK,2019,05
 0.0,9.0, 24.4,CHK,2019,07
 7.0,10.5, 17.3,CHK,2019,08
 0.0,11.7, 20.4,CHK,2019,09
 0.0,-1.6, 8.9,CHK,2019,11
 0.0,-6.0, -2.0,CHK,2019,12
 19.5,0.0, 3.2,CHK,2020,01
 16.0,-3.3, 5.8,CHK,2020,02
 1.0,-4.9, 1.4,CHK,2020,03
 0.0,-2.7, 3.4,CHK,2020,04
 0.0,4.0, 14.2,CHK,2020,05
 1.0,5.5, 16.5,CHK,2020,06
 2.0,10.0, 10.6,CHK,2020,07
 0.0,10.9, 26.2,CHK,2020,08
 0.0,11.9, 20.9,CHK,2020,09
 0.0,10.0, 18.6,CHK,2020,10
 0.0,-0.3, 9.8,CHK,2020,11
 0.0,0.0, -0.7,CHK,2020,12
 25.3,1.4, 3.5,CHK,2021,01
 14.6,0.9, 0.3,CHK,2021,02
 5.1,1.9, 5.2,CHK,2021,03
 0.0,1.2, 10.3,CHK,2021,04
 0.0,3.1, 12.8,CHK,2021,05
 7.6,9.4, 30.1,CHK,2021,06
 0.0,15.7, 23.1,CHK,2021,07
 0.0,17.0, 27.6,CHK,2021,08
 0.0,4.8, 21.1,CHK,2021,09
 1.1,4.3, 10.8,CHK,2021,10
 5.5,0.9, 6.2,CHK,2021,11
 47.2,5.1, 8.1,CHK,2021,12
 6.3,-13.4, -3.5,CHK,2022,01
 0.6,-5.3, 0.9,CHK,2022,02
 17.1,0.9, 4.3,CHK,2022,03
 0.7,1.2, 5.2,CHK,2022,04
 0.2,0.8, 13.4,CHK,2022,05
 0.8,6.8, 22.8,CHK,2022,06
 0.3,9.0, 24.1,CHK,2022,07
 0.2,14.1, 26.4,CHK,2022,08
 0.3,13.3, 28.2,CHK,2022,09
 0.3,8.6, 25.5,CHK,2022,10
 0.0,-0.9, 2.9,CHK,2022,11
 0.0,-14.4, -8.6,CHK,2022,12
 0.0,-1.5, 1.1,CHK,2023,01
 1.2,-7.5, 0.0,CHK,2023,03
 0.0,0.0, 3.1,CHK,2023,04
 3.1,5.8, 16.7,CHK,2023,05
 0.0,3.6, 21.0,CHK,2023,06
 2.8,11.1, 22.4,CHK,2023,07
 0.4,9.0, 26.3,CHK,2023,08
 2.8,13.5, 26.8,CHK,2023,09
 2.9,106.5, 15.7,CHK,2023,10
 2.4,-1.1, 8.4,CHK,2023,11
 6.6,-2.7, 0.5,CHK,2023,12
 0.0,-31.7, -22.6,OSL,2005,01
 1.6,-0.3, 3.9,OSL,2005,02
 0.0,-12.2, 6.6,OSL,2005,03
 2.9,-5.5, 4.5,OSL,2005,04
 0.0,-6.7, 9.7,OSL,2005,05
 6.9,9.6, 15.3,OSL,2005,06
 2.9,3.0, 16.2,OSL,2005,07
 11.2,6.5, 10.6,OSL,2005,08
 2.8,-0.9, 11.8,OSL,2005,09
 3.1,-3.0, 8.4,OSL,2005,10
 0.4,-1.5, 3.3,OSL,2005,11
 0.0,-16.6, -12.4,OSL,2005,12
 0.8,-5.1, -0.8,OSL,2006,01
 0.2,-9.4, -0.4,OSL,2006,02
 0.0,-24.1, -5.1,OSL,2006,03
 0.0,-9.2, 7.9,OSL,2006,04
 0.2,-3.2, 8.3,OSL,2006,05
 0.5,8.1, 20.2,OSL,2006,06
 0.0,3.9, 29.6,OSL,2006,07
 0.0,5.1, 16.9,OSL,2006,08
 0.0,5.2, 22.0,OSL,2006,09
 0.0,-4.7, 9.9,OSL,2006,10
 1.9,-10.6, -4.0,OSL,2006,11
 1.8,-20.6, -13.6,OSL,2006,12
 3.9,-3.0, 0.1,OSL,2007,01
 0.0,-22.6, -10.3,OSL,2007,02
 0.1,-14.6, -7.8,OSL,2007,03
 0.0,-19.2, -5.2,OSL,2007,04
 0.0,-2.8, 10.1,OSL,2007,05
 0.0,2.6, 24.4,OSL,2007,06
 0.4,6.0, 19.3,OSL,2007,07
 0.0,3.0, 21.4,OSL,2007,08
 0.2,-0.9, 15.5,OSL,2007,09
 0.0,-0.1, 8.3,OSL,2007,10
 0.1,-3.9, 3.6,OSL,2007,11
 0.0,-26.3, -17.1,OSL,2007,12
 4.1,-19.5, -13.0,OSL,2008,01
 0.3,-34.2, -20.1,OSL,2008,02
 0.8,-5.4, 3.0,OSL,2008,03
 0.0,-7.5, 6.7,OSL,2008,04
 1.4,-0.8, 7.9,OSL,2008,05
 0.0,0.6, 24.2,OSL,2008,06
 0.0,7.3, 29.3,OSL,2008,07
 0.0,2.8, 20.5,OSL,2008,08
 0.5,1.5, 14.2,OSL,2008,09
 0.5,-0.1, 18.7,OSL,2008,10
 3.0,0.2, 2.4,OSL,2008,11
 0.0,-14.5, 0.5,OSL,2008,12
 4.4,-15.0, -6.3,OSL,2009,03
 0.0,-15.2, -0.2,OSL,2009,04
 0.0,-1.3, 17.9,OSL,2009,05
 0.0,-1.1, 18.2,OSL,2009,06
 1.4,3.9, 16.7,OSL,2009,07
 0.0,9.5, 31.4,OSL,2009,08
 0.0,0.1, 24.6,OSL,2009,09
 0.5,-2.5, 7.0,OSL,2009,10
 0.0,-23.8, -10.7,OSL,2009,12
 0.0,-25.3, -16.7,OSL,2010,01
 0.4,-7.3, -3.7,OSL,2010,02
 0.0,-1.3, 6.3,OSL,2010,03
 0.0,-10.0, 5.0,OSL,2010,04
 3.9,-2.1, 9.2,OSL,2010,05
 0.0,-2.3, 20.0,OSL,2010,06
 0.5,1.5, 14.3,OSL,2010,07
 2.6,9.0, 23.0,OSL,2010,08
 0.5,6.2, 15.8,OSL,2010,09
 0.2,-4.2, 16.1,OSL,2010,10
 3.7,-0.4, 4.5,OSL,2010,11
 0.0,-13.8, -6.9,OSL,2010,12
 0.0,-20.5, -13.3,OSL,2011,01
 0.0,-14.4, -12.3,OSL,2011,02
 0.3,-34.1, -17.2,OSL,2011,03
 0.0,-7.1, 5.9,OSL,2011,04
 2.4,-4.1, 9.2,OSL,2011,05
 0.0,0.0, -0.3,OSL,2011,06
 0.1,-4.1, -4.0,OSL,2011,07
 0.0,-14.4, -2.4,OSL,2012,02
 0.0,-12.2, -3.1,OSL,2012,03
 0.9,-13.7, 5.9,OSL,2012,04
 0.8,0.0, 0.0,OSL,2012,05
 0.0,-2.9, 14.2,OSL,2012,06
 2.8,5.1, 15.3,OSL,2012,08
 0.3,2.8, 20.1,OSL,2012,09
 9.6,3.5, 10.0,OSL,2012,10
 0.0,-7.0, -1.3,OSL,2012,11
 2.3,-13.8, -12.0,OSL,2012,12
 0.0,-20.2, -9.7,OSL,2013,01
 0.0,-11.5, 0.1,OSL,2013,02
 0.0,-16.6, 2.8,OSL,2013,03
 0.0,-8.2, 13.0,OSL,2013,04
 0.0,-6.8, 5.0,OSL,2013,05
 0.5,-1.3, 18.5,OSL,2013,06
 1.0,9.6, 26.8,OSL,2013,07
 0.0,7.7, 27.3,OSL,2013,08
 0.2,3.1, 22.8,OSL,2013,09
 2.8,3.0, 8.8,OSL,2013,10
 0.1,-8.8, 5.5,OSL,2013,11
 3.5,-12.4, 0.9,OSL,2013,12
 0.0,-12.6, -5.4,OSL,2014,01
 0.1,-27.2, -13.6,OSL,2014,02
 0.0,-33.7, -12.1,OSL,2014,03
 0.0,-19.0, 4.0,OSL,2014,04
 0.5,-0.7, 16.2,OSL,2014,05
 0.3,4.2, 24.3,OSL,2014,06
 0.4,3.5, 24.9,OSL,2014,07
 0.0,1.7, 27.7,OSL,2014,08
 5.8,5.4, 13.7,OSL,2014,09
 3.6,-0.3, 9.3,OSL,2014,10
 0.5,-3.5, 0.7,OSL,2014,11
 3.9,-24.0, -17.2,OSL,2014,12
 3.1,-14.9, -8.8,OSL,2015,01
 1.2,-14.2, -7.8,OSL,2015,02
 0.0,-15.8, -0.2,OSL,2015,03
 0.0,-7.9, 8.5,OSL,2015,04
 1.7,-3.6, 8.2,OSL,2015,05
 0.3,4.8, 18.7,OSL,2015,06
 0.0,6.5, 30.3,OSL,2015,07
 0.1,3.1, 21.0,OSL,2015,08
 0.1,-2.6, 11.7,OSL,2015,09
 2.0,6.8, 14.1,OSL,2015,10
 0.0,-0.1, 1.9,OSL,2015,11
 5.3,-16.3, -6.7,OSL,2015,12
 0.0,-22.8, -17.1,OSL,2016,01
 0.0,-19.1, -4.7,OSL,2016,02
 0.0,-16.6, 1.3,OSL,2016,03
 0.0,-6.2, 15.3,OSL,2016,04
 0.0,2.9, 21.4,OSL,2016,05
 2.4,6.9, 16.0,OSL,2016,06
 1.7,6.6, 19.3,OSL,2016,07
 1.0,3.5, 25.1,OSL,2016,08
 4.6,8.9, 13.4,OSL,2016,09
 1.3,-0.6, 5.1,OSL,2016,10
 0.4,-1.9, 0.9,OSL,2016,11
 0.0,-17.5, -8.1,OSL,2016,12
 0.0,-25.9, -14.1,OSL,2017,01
 0.0,-28.9, -14.7,OSL,2017,02
 0.0,-15.0, -7.1,OSL,2017,03
 1.0,-15.0, -3.2,BAR,2005,01
 0.0,-7.2, 8.8,BAR,2005,02
 0.0,-3.0, 3.6,BAR,2005,03
 5.0,-5.3, 5.5,BAR,2005,04
 0.0,-2.8, 15.5,BAR,2005,05
 15.0,2.2, 5.6,BAR,2005,06
 0.0,2.5, 17.0,BAR,2005,07
 9.0,2.5, 17.7,BAR,2005,08
 0.0,1.8, 20.3,BAR,2005,09
 4.0,-0.6, 3.7,BAR,2005,10
 15.0,-2.8, 0.3,BAR,2005,11
 2.0,-16.2, -7.7,BAR,2005,12
 3.0,-7.0, -2.2,BAR,2006,01
 2.0,-6.2, 3.1,BAR,2006,02
 0.0,-9.4, 4.1,BAR,2006,03
 0.0,-5.9, 8.1,BAR,2006,04
 9.0,-4.0, 0.4,BAR,2006,05
 0.0,5.9, 19.2,BAR,2006,06
 0.0,6.7, 26.0,BAR,2006,07
 0.0,1.8, 16.4,BAR,2006,08
 0.0,-0.6, 20.9,BAR,2006,09
 0.0,-2.3, 14.6,BAR,2006,10
 0.0,-16.1, -0.5,BAR,2006,11
 3.0,-10.6, -8.1,BAR,2006,12
 4.0,-9.0, -7.3,BAR,2007,01
 0.0,-13.0, -3.1,BAR,2007,02
 0.0,-17.6, -5.5,BAR,2007,03
 0.0,-9.0, -0.4,BAR,2007,04
 8.0,-0.1, 4.6,BAR,2007,05
 0.0,5.9, 24.9,BAR,2007,06
 0.0,2.2, 19.6,BAR,2007,07
 0.0,2.8, 26.5,BAR,2007,08
 0.0,1.7, 19.1,BAR,2007,09
 3.0,-0.3, 6.5,BAR,2007,10
 0.0,-10.3, 0.5,BAR,2007,11
 2.5,-23.4, -11.9,BAR,2007,12
 0.0,-4.7, 1.6,BAR,2008,01
 5.0,-14.3, -3.9,BAR,2008,02
 5.0,-6.4, 1.2,BAR,2008,03
 0.0,-14.8, 4.6,BAR,2008,04
 0.0,-9.3, 7.7,BAR,2008,05
 8.0,2.4, 11.5,BAR,2008,06
 1.0,12.7, 26.4,BAR,2008,07
 2.0,3.0, 16.3,BAR,2008,08
 0.0,5.0, 13.7,BAR,2008,09
 0.0,-3.5, 1.9,BAR,2008,10
 0.0,0.0, 9.2,BAR,2008,11
 3.0,-1.0, 0.8,BAR,2008,12
 0.0,-14.1, -8.8,BAR,2009,01
 16.0,-14.6, -5.2,BAR,2009,02
 2.0,-5.9, 0.6,BAR,2009,03
 3.0,-14.2, 0.5,BAR,2009,04
 0.0,-5.3, 14.4,BAR,2009,05
 0.0,0.4, 19.3,BAR,2009,06
 0.0,0.9, 19.8,BAR,2009,07
 0.0,11.6, 30.3,BAR,2009,08
 1.0,9.8, 27.4,BAR,2009,09
 7.0,-4.7, 4.1,BAR,2009,10
 0.0,-9.0, 4.4,BAR,2009,11
 1.0,-16.9, -4.2,BAR,2009,12
 9.0,-7.1, -1.9,BAR,2010,01
 0.0,-4.2, 0.8,BAR,2010,02
 0.0,-5.6, 9.8,BAR,2010,03
 0.0,-10.5, 5.8,BAR,2010,04
 8.0,-2.5, 3.6,BAR,2010,05
 1.0,4.0, 11.6,BAR,2010,06
 5.8,0.1, 11.1,BAR,2010,07
 0.0,9.1, 22.8,BAR,2010,08
 5.9,-0.5, 12.3,BAR,2010,09
 0.0,3.4, 22.6,BAR,2010,10
 8.0,-1.1, 2.8,BAR,2010,11
 2.6,-7.8, -3.7,BAR,2010,12
 0.0,-21.7, -12.3,BAR,2011,01
 2.0,-25.1, -4.7,BAR,2011,02
 0.0,-13.9, -2.8,BAR,2011,03
 7.0,-4.6, 2.7,BAR,2011,04
 0.0,-7.4, 15.3,BAR,2011,05
 1.0,-0.3, 11.1,BAR,2011,06
 0.0,-1.0, 12.4,BAR,2011,07
 0.0,2.1, 22.9,BAR,2011,08
 0.0,-0.9, 13.8,BAR,2011,09
 1.0,5.6, 12.1,BAR,2011,10
 6.0,-9.3, 1.1,BAR,2011,11
 0.0,-14.0, 0.7,BAR,2011,12
 0.0,-13.5, -6.7,BAR,2012,01
 2.0,-9.0, -0.9,BAR,2012,02
 3.0,-10.6, -5.2,BAR,2012,03
 4.0,-8.5, 0.2,BAR,2012,04
 8.0,-2.0, 4.8,BAR,2012,05
 11.0,1.3, 11.8,BAR,2012,06
 7.0,6.5, 14.9,BAR,2012,07
 0.0,5.6, 24.2,BAR,2012,08
 0.0,0.5, 14.4,BAR,2012,09
 2.0,1.9, 17.0,BAR,2012,10
 6.0,0.3, 2.8,BAR,2012,11
 4.1,-2.1, 0.8,BAR,2012,12
 0.0,-14.2, -3.2,BAR,2013,01
 4.8,-3.9, 1.8,BAR,2013,02
 2.0,-3.2, 1.4,BAR,2013,03
 0.0,-2.9, 19.3,BAR,2013,04
 0.0,-9.5, 12.3,BAR,2013,05
 10.0,0.1, 10.6,BAR,2013,06
 0.0,10.2, 30.1,BAR,2013,07
 6.7,8.9, 21.2,BAR,2013,08
 0.0,5.0, 27.1,BAR,2013,09
 6.0,-4.3, 6.0,BAR,2013,10
 2.0,-5.3, 1.5,BAR,2013,11
 20.1,-4.0, 0.0,BAR,2013,12
 0.0,-4.9, -1.3,BAR,2014,01
 0.0,-22.7, -4.4,BAR,2014,02
 0.0,-17.0, -11.3,BAR,2014,03
 0.0,-11.2, 10.7,BAR,2014,04
 0.0,0.8, 23.7,BAR,2014,05
 0.0,1.3, 20.1,BAR,2014,06
 0.0,4.4, 25.2,BAR,2014,07
